Country,WHO Region,adult_daly,child_daly,retention_pct,adult_cov,child_cov,actual_3TC,actual_ABC,actual_AZT,actual_ddl,actual_d4T,actual_EFV,actual_FTC,actual_LPV/r,actual_NVP,actual_TDF,actual_ATV/r,calc_3TC,calc_ABC,calc_AZT,calc_ddl,calc_d4T,calc_EFV,calc_FTC,calc_LPV/r,calc_NVP,calc_TDF,calc_ATV/r
Gabon,AFR,59623.49,3071.225,97.14,0.5830216616,0.52,222.1153468,4.185336439,84.72530817,0.09975632647,0.5120879912,166.5792048,59.32800328,19.54379018,92.21420551,197.9302684,3.192325964,222.11534679193605,4.185336439269987,84.7253081645166,0.09975632647038976,0.5120879912478056,166.5792047831598,59.328003275038164,19.543790175880996,92.21420550487319,192.48551382456523,3.1923259639659376
Georgia,EUR,1681.458,12.30716,84.0,0.3177689243,0.95,17.85506107,0.2123333776,6.795786972,0.004092168053,0.02113726067,13.49184889,4.885691039,1.564799703,7.413400711,16.21403249,0.2742379353,17.855061073280424,0.21233337762239454,6.795786972322878,0.004092168053150691,0.021137260666935744,13.491848892135902,4.885691039341693,1.5647997033262353,7.413400710545533,15.746515727412065,0.2742379353167885
Germany,EUR,20984.78,451.9962,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,AFR,500789.6,118784.9,97.14,0.3459237101,0.27,1223.324868,70.61127671,506.3649238,2.001466842,10.23771942,823.8520589,284.4219843,132.4854331,537.2434747,951.6056821,15.89488065,1223.3248678269024,70.61127670725018,506.36492376191416,2.0014668424109554,10.237719417298896,823.8520587687998,284.42198424223204,132.48543304666129,537.2434746909846,924.5069919333679,15.894880645483012
Greece,EUR,898.3296,36.41367,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenland,EUR,88.33066,1.202182,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,AMR,487.6984,23.64871,57.0,1.0,0.0,48.04289969,0.1712071744,17.33911496,0.0,0.0,38.01863774,13.4528218,3.656281968,19.14637531,45.21144596,0.6744264696,48.04289968608982,0.1712071743793159,17.33911495662565,0.0,0.0,38.01863773618822,13.452821798502324,3.6562819675162705,19.146375311275083,44.0603199202681,0.6744264696125698
Guam,WPR,194.2904,11.12467,97.14,0.3637163359,0.0,0.4131625692,0.001648486322,0.1536630395,0.0,0.0,0.3196517422,0.1163538392,0.03466217531,0.1687181692,0.3859815301,0.006484321675,0.41316256918431027,0.0016484863218124211,0.15366303945649695,0.0,0.0,0.3196517422279739,0.11635383923058594,0.034662175307126376,0.1687181692042051,0.3749262670247776,0.0064843216755907955
Guatemala,AMR,31371.62,6866.384,89.0,0.2951129494,0.44,285.9335741,25.24112786,126.4764414,0.7256115309,3.720585809,174.6879951,57.99115577,34.80678027,131.7902208,195.2182205,3.2665656,285.933574064114,25.241127860330227,126.4764413651494,0.72561153088102,3.7205858094589854,174.68799513964876,57.991155763767956,34.8067802729335,131.7902207677473,189.6496483418709,3.266565600344266
Guinea,AFR,235195.1,48479.97,97.14,0.2945854898,0.22,470.8321167,23.67688448,192.1670028,0.6654693548,3.401530355,323.4297927,112.8270321,49.70019436,204.748118,376.6893543,6.355918039,470.83211673416383,23.67688448515577,192.16700283540453,0.6654693548110169,3.401530354966925,323.42979278590656,112.82703213730454,49.700194360069304,204.74811806260254,365.854318405553,6.355918040191144
